Customer Id,Order Id,Sales,order date (DateOrders)
3752,55155,150.0,3/16/2017 2:54
4673,5991,150.0,3/29/2015 10:33
5367,2263,150.0,2/3/2015 0:28
5367,2263,150.0,2/3/2015 0:28
10485,53403,150.0,2/18/2017 13:05
9272,51298,119.9700012,1/18/2017 19:37
647,4919,250.0,3/13/2015 18:59
6398,52640,199.9499969,2/7/2017 9:47
4209,6358,199.9499969,4/3/2015 19:08
8917,57106,250.0,4/13/2017 14:25
7784,6245,250.0,4/2/2015 3:33
1425,52166,150.0,1/31/2017 11:43
2737,56172,199.9499969,3/30/2017 23:12
6428,55829,250.0,3/25/2017 23:02
6543,52478,250.0,2/5/2017 1:01
3990,57242,199.9499969,4/15/2017 14:04
8524,3137,250.0,2/15/2015 18:40
9204,60127,250.0,5/27/2017 16:48
11761,3828,199.9499969,2/25/2015 20:46
9554,60386,250.0,5/31/2017 11:33
5118,973,199.9499969,1/15/2015 4:32
5506,57999,250.0,4/26/2017 15:16
1423,54585,250.0,3/7/2017 19:12
138,57598,250.0,4/20/2017 18:47
6360,54274,250.0,3/3/2017 6:14
2053,60673,199.9499969,6/4/2017 16:06
10344,59387,250.0,5/16/2017 21:33
6398,52640,250.0,2/7/2017 9:47
3375,10007,250.0,5/27/2015 1:32
1339,55984,239.9499969,3/28/2017 5:20
6543,52478,159.9499969,2/5/2017 1:01
3990,58375,449.9500122,5/2/2017 3:00
7247,56448,149.9499969,4/3/2017 23:53
1273,8221,299.9500122,4/30/2015 23:49
6277,58034,499.9500122,4/27/2017 3:32
7701,2203,499.9500122,2/2/2015 3:27
4126,53069,499.9500122,2/13/2017 16:05
9528,60146,499.9500122,5/27/2017 23:28
1853,55409,499.9500122,3/19/2017 19:53
11149,8678,499.9500122,5/7/2015 15:56
5828,7980,499.9500122,4/27/2015 11:23
6887,57185,499.9500122,4/14/2017 18:06
4781,8636,499.9500122,5/7/2015 1:13
10668,61192,449.9500122,6/12/2017 5:55
5421,55876,299.9500122,3/26/2017 15:30
10200,53331,299.9500122,2/17/2017 11:52
11254,51725,299.9500122,1/25/2017 1:13
11106,52562,299.9500122,2/6/2017 6:27
8456,59754,299.9500122,5/22/2017 6:08
6149,53574,299.9500122,2/21/2017 1:00
1473,399,299.9500122,1/6/2015 19:26
1840,51050,99.98999786,1/15/2017 4:44
6757,45680,129.9900055,10/28/2016 19:23
3972,42992,129.9900055,9/19/2016 13:39
9316,41304,129.9900055,8/25/2016 22:16
6757,45680,59.99000168,10/28/2016 19:23
11213,44253,129.9900055,10/7/2016 23:26
3474,46098,299.980011,11/3/2016 21:49
9316,41304,299.980011,8/25/2016 22:16
14630,71077,252.8800049,11/3/2017 13:05
13256,69703,452.0400085,10/14/2017 11:42
14665,71112,252.8800049,11/4/2017 1:21
13363,69810,452.0400085,10/16/2017 1:12
14645,71092,252.8800049,11/3/2017 18:20
13163,69610,452.0400085,10/13/2017 3:08
14553,71000,252.8800049,11/2/2017 10:06
14287,70734,1500.0,10/29/2017 12:55
13179,69626,452.0400085,10/13/2017 8:44
13035,69482,452.0400085,10/11/2017 6:17
14322,70769,1500.0,10/30/2017 1:10
13196,69643,452.0400085,10/13/2017 14:41
14604,71051,252.8800049,11/3/2017 3:58
12961,69408,452.0400085,10/10/2017 4:21
14676,71123,252.8800049,11/4/2017 5:12
14087,70534,1500.0,10/26/2017 14:51
13194,69641,452.0400085,10/13/2017 13:59
14513,70960,252.8800049,11/1/2017 20:05
13461,69908,452.0400085,10/17/2017 11:32
14510,70957,252.8800049,11/1/2017 19:02
13190,69637,452.0400085,10/13/2017 12:35
14508,70955,252.8800049,11/1/2017 18:20
14472,70919,252.8800049,11/1/2017 5:44
14562,71009,252.8800049,11/2/2017 13:15
13206,69653,452.0400085,10/13/2017 18:11
13080,69527,452.0400085,10/11/2017 22:03
14633,71080,252.8800049,11/3/2017 14:08
14097,70544,1500.0,10/26/2017 18:21
13024,69471,452.0400085,10/11/2017 2:26
778,68879,999.9899902,10/2/2017 11:01
7146,67214,79.98999786,9/8/2017 3:42
6365,17810,59.99000168,9/17/2015 23:17
8422,18793,44.99000168,10/2/2015 7:40
8524,65109,99.98999786,8/8/2017 10:13
3784,15673,99.98999786,8/17/2015 18:35
10519,18183,44.99000168,9/23/2015 9:57
7132,20234,99.98999786,10/23/2015 8:31
3709,13139,99.98999786,7/11/2015 18:49
1509,33824,134.9700012,5/8/2016 17:42
1636,31364,299.9700012,4/2/2016 19:51
2784,40495,299.9700012,8/14/2016 2:51
1636,31364,299.9700012,4/2/2016 19:51
9174,34506,179.9700012,5/18/2016 16:38
122,33607,179.9700012,5/5/2016 13:40
3800,32617,179.9700012,4/21/2016 2:50
10029,37496,119.9700012,7/1/2016 8:10
3800,32617,75.0,4/21/2016 2:50
2805,49075,150.0,12/17/2016 8:48
1509,33824,150.0,5/8/2016 17:42
2805,49075,150.0,12/17/2016 8:48
12253,41623,119.9700012,8/30/2016 14:02
3528,39271,119.9700012,7/27/2016 6:01
11018,38598,74.97000122,7/17/2016 10:14
3222,37845,47.97000122,7/6/2016 10:26
6246,42331,239.9600067,9/9/2016 22:05
8741,41345,239.9600067,8/26/2016 12:38
8050,51168,200.0,1/16/2017 22:04
8050,51168,159.9600067,1/16/2017 22:04
5474,43599,200.0,9/28/2016 10:19
474,41901,99.95999908,9/3/2016 15:26
12255,42751,399.9599915,9/16/2016 1:13
10288,45088,239.9600067,10/20/2016 3:59
4717,50489,239.9600067,1/7/2017 0:11
4799,44409,239.9600067,10/10/2016 6:06
4533,42101,239.9600067,9/6/2016 13:30
12383,50424,239.9600067,1/6/2017 1:25
3518,49825,200.0,12/28/2016 7:33
4674,41294,200.0,8/25/2016 18:46
8519,42023,159.9600067,9/5/2016 10:10
5302,47774,159.9600067,11/28/2016 9:00
3594,41827,120.0,9/2/2016 13:30
9890,47193,200.0,11/19/2016 21:27
1410,42626,200.0,9/14/2016 5:26
7521,46199,200.0,11/5/2016 9:13
2106,48468,99.95999908,12/8/2016 12:08
8144,51009,399.9599915,1/14/2017 14:22
5643,46229,399.9599915,11/5/2016 19:43
2041,42882,399.9599915,9/17/2016 23:07
7537,46827,399.9599915,11/14/2016 13:14
3056,48684,399.9599915,12/11/2016 15:49
3056,48684,399.9599915,12/11/2016 15:49
7967,46416,399.9599915,11/8/2016 13:14
1758,47343,399.9599915,11/22/2016 2:00
7884,41686,129.9900055,8/31/2016 12:06
289,41896,129.9900055,9/3/2016 13:41
10081,28168,59.99000168,2/16/2016 4:09
1169,24992,129.9900055,12/31/2015 19:27
1182,30851,129.9900055,3/26/2016 8:07
717,25074,129.9900055,1/2/2016 0:11
20423,76870,215.8200073,1/27/2018 2:38
5801,25163,129.9900055,1/3/2016 7:22
702,28036,129.9900055,2/14/2016 5:54
6951,22679,129.9900055,11/28/2015 1:06
6780,23610,129.9900055,12/11/2015 15:17
6422,42828,59.99000168,9/17/2016 4:12
289,41896,129.9900055,9/3/2016 13:41
5384,48713,129.9900055,12/12/2016 1:59
2985,45668,129.9900055,10/28/2016 15:11
18349,74796,461.480011,12/27/2017 20:01
11286,27918,129.9900055,2/12/2016 12:34
489,30097,59.99000168,3/15/2016 7:58
4510,30966,129.9900055,3/28/2016 0:25
9626,30063,129.9900055,3/14/2016 20:03
9494,22019,129.9900055,11/18/2015 9:53
1718,24230,129.9900055,12/20/2015 16:29
5384,48713,129.9900055,12/12/2016 1:59
5295,42353,129.9900055,9/10/2016 5:47
2985,45668,129.9900055,10/28/2016 15:11
3984,42134,129.9900055,9/7/2016 1:04
5270,21522,129.9900055,11/11/2015 3:45
10966,23767,129.9900055,12/13/2015 22:17
1868,25433,129.9900055,1/7/2016 5:57
17446,73893,215.8200073,12/14/2017 15:39
10071,30085,59.99000168,3/15/2016 3:45
1271,30172,129.9900055,3/16/2016 10:14
11930,27478,129.9900055,2/6/2016 2:25
20529,76976,215.8200073,1/28/2018 15:46
8358,24063,129.9900055,12/18/2015 5:59
7705,51209,129.9900055,1/17/2017 12:26
17392,73839,215.8200073,12/13/2017 20:44
18276,74723,461.480011,12/26/2017 18:26
7795,26821,129.9900055,1/27/2016 12:14
20655,77102,215.8200073,1/30/2018 11:54
2454,41608,129.9900055,8/30/2016 8:47
150,47009,129.9900055,11/17/2016 4:59
10671,49916,129.9900055,12/29/2016 15:26
11924,29746,59.99000168,3/10/2016 4:59
16086,72533,210.8500061,11/24/2017 19:11
4398,48608,250.0,12/10/2016 13:11
5687,45506,250.0,10/26/2016 6:25
8534,45027,199.9499969,10/19/2016 6:36
3372,46308,199.9499969,11/6/2016 23:24
10927,43685,250.0,9/29/2016 16:27
3597,41893,250.0,9/3/2016 12:38
2052,46339,250.0,11/7/2016 10:15
4399,46667,250.0,11/12/2016 5:10
185,47647,250.0,11/26/2016 12:30
3441,48565,250.0,12/9/2016 22:07
11947,43889,250.0,10/2/2016 15:55
1555,45138,250.0,10/20/2016 21:30
9399,44160,199.9499969,10/6/2016 14:51
2792,49214,250.0,12/19/2016 9:30
10118,41825,124.9499969,9/2/2016 12:48
8544,44504,124.9499969,10/11/2016 15:22
4296,44496,124.9499969,10/11/2016 12:34
4391,45559,79.94999695,10/27/2016 0:59
2882,44074,79.94999695,10/5/2016 8:44
3283,49857,159.9499969,12/28/2016 18:46
397,41786,149.9499969,9/1/2016 23:08
4104,48042,224.9499969,12/2/2016 6:54
12214,44301,499.9500122,10/8/2016 16:15
10699,41591,299.9500122,8/30/2016 2:49
2091,44981,199.9499969,10/18/2016 14:29
10474,41545,250.0,8/29/2016 10:42
7504,49910,239.9499969,12/29/2016 13:20
7518,19590,299.9500122,10/13/2015 22:53
1738,43650,174.9499969,9/29/2016 4:11
1622,15202,499.9500122,8/10/2015 21:35
1325,15462,139.9499969,8/14/2015 16:40
5505,15155,499.9500122,8/10/2015 5:07
4210,64451,499.9500122,7/29/2017 19:42
11229,67028,499.9500122,9/5/2017 10:32
9385,62336,499.9500122,6/28/2017 22:43
900,11334,159.9499969,6/15/2015 10:27
6217,62885,499.9500122,7/6/2017 23:03
9466,66998,499.9500122,9/5/2017 0:02
4596,47002,499.9500122,11/17/2016 2:32
5206,63445,499.9500122,7/15/2017 3:15
2823,67566,499.9500122,9/13/2017 7:01
10408,18884,174.9499969,10/3/2015 15:33
11011,18845,174.9499969,10/3/2015 1:53
40,66854,499.9500122,9/2/2017 21:35
11636,46955,499.9500122,11/16/2016 10:04
7454,55002,119.9800034,3/13/2017 21:18
5138,60445,119.9800034,6/1/2017 8:13
8696,53586,119.9800034,2/21/2017 5:12
2329,56618,119.9800034,4/6/2017 11:27
12431,51865,119.9800034,1/27/2017 2:16
10860,2937,100.0,2/12/2015 20:36
12094,54446,100.0,3/5/2017 18:30
5088,58623,100.0,5/5/2017 17:53
2200,7411,79.98000336,4/19/2015 4:03
10966,5348,100.0,3/20/2015 1:17
3997,59742,100.0,5/22/2017 1:56
8746,59498,79.98000336,5/18/2017 12:26
3687,3459,79.98000336,2/20/2015 11:29
9162,8470,79.98000336,5/4/2015 15:04
8993,53455,100.0,2/19/2017 7:19
5875,2014,140.0,1/30/2015 9:14
2502,55899,50.0,3/26/2017 23:33
9563,52582,100.0,2/6/2017 13:27
7259,56222,100.0,3/31/2017 16:43
3131,57829,79.98000336,4/24/2017 3:43
4140,56217,79.98000336,3/31/2017 14:58
4539,5893,79.98000336,3/28/2015 0:13
6071,5528,100.0,3/22/2015 16:21
8730,367,79.98000336,1/6/2015 8:13
9634,52353,100.0,2/3/2017 5:14
8010,1784,100.0,1/27/2015 0:39
3484,60317,79.98000336,5/30/2017 11:22
7307,6776,100.0,4/9/2015 21:35
1975,4487,100.0,3/7/2015 11:38
629,9681,100.0,5/22/2015 7:20
11753,60868,79.98000336,6/7/2017 12:25
5375,53231,79.98000336,2/16/2017 0:50
1695,52601,79.98000336,2/6/2017 20:07
9884,4660,79.98000336,3/10/2015 0:15
8498,3539,100.0,2/21/2015 15:31
5375,53231,100.0,2/16/2017 0:50
7534,54488,100.0,3/6/2017 9:13
7307,6776,79.98000336,4/9/2015 21:35
123,52549,79.98000336,2/6/2017 1:54
8498,60361,100.0,5/31/2017 2:47
9162,8470,63.97999954,5/4/2015 15:04
8925,5712,49.97999954,3/25/2015 8:49
5981,9309,39.97999954,5/16/2015 21:00
7347,8095,95.98000336,4/29/2015 3:41
19445,75892,327.75,1/12/2018 19:59
19444,75891,327.75,1/12/2018 19:38
19443,75890,327.75,1/12/2018 19:17
19442,75889,327.75,1/12/2018 18:56
19441,75888,327.75,1/12/2018 18:35
19440,75887,327.75,1/12/2018 18:14
19439,75886,327.75,1/12/2018 17:53
19438,75885,327.75,1/12/2018 17:32
19437,75884,327.75,1/12/2018 17:11
19436,75883,327.75,1/12/2018 16:50
19435,75882,327.75,1/12/2018 16:29
19434,75881,327.75,1/12/2018 16:08
19433,75880,327.75,1/12/2018 15:47
19432,75879,327.75,1/12/2018 15:26
19431,75878,327.75,1/12/2018 15:05
19430,75877,327.75,1/12/2018 14:44
19429,75876,327.75,1/12/2018 14:23
19428,75875,327.75,1/12/2018 14:02
19427,75874,327.75,1/12/2018 13:41
19426,75873,327.75,1/12/2018 13:20
19425,75872,327.75,1/12/2018 12:59
19424,75871,327.75,1/12/2018 12:38
19423,75870,327.75,1/12/2018 12:17
19422,75869,327.75,1/12/2018 11:56
19421,75868,327.75,1/12/2018 11:35
19420,75867,327.75,1/12/2018 11:14
19419,75866,327.75,1/12/2018 10:53
19418,75865,327.75,1/12/2018 10:32
19417,75864,327.75,1/12/2018 10:11
19416,75863,327.75,1/12/2018 9:50
19415,75862,327.75,1/12/2018 9:29
19414,75861,327.75,1/12/2018 9:08
19413,75860,327.75,1/12/2018 8:47
19412,75859,327.75,1/12/2018 8:26
19411,75858,327.75,1/12/2018 8:05
19410,75857,327.75,1/12/2018 7:44
19409,75856,327.75,1/12/2018 7:23
19408,75855,327.75,1/12/2018 7:02
19407,75854,327.75,1/12/2018 6:41
19406,75853,327.75,1/12/2018 6:20
19405,75852,327.75,1/12/2018 5:59
19404,75851,327.75,1/12/2018 5:38
19403,75850,327.75,1/12/2018 5:16
19402,75849,327.75,1/12/2018 4:55
19401,75848,327.75,1/12/2018 4:34
19400,75847,327.75,1/12/2018 4:13
19399,75846,327.75,1/12/2018 3:52
19398,75845,327.75,1/12/2018 3:31
19397,75844,327.75,1/12/2018 3:10
19396,75843,327.75,1/12/2018 2:49
19395,75842,327.75,1/12/2018 2:28
19394,75841,327.75,1/12/2018 2:07
19393,75840,327.75,1/12/2018 1:46
19392,75839,327.75,1/12/2018 1:25
19391,75838,327.75,1/12/2018 1:04
19390,75837,327.75,1/12/2018 0:43
19389,75836,327.75,1/12/2018 0:22
19388,75835,327.75,1/12/2018 0:01
19387,75834,327.75,1/11/2018 23:40
19386,75833,327.75,1/11/2018 23:19
19385,75832,327.75,1/11/2018 22:58
19384,75831,327.75,1/11/2018 22:37
19383,75830,327.75,1/11/2018 22:16
19382,75829,327.75,1/11/2018 21:55
19381,75828,327.75,1/11/2018 21:34
19380,75827,327.75,1/11/2018 21:13
19379,75826,327.75,1/11/2018 20:52
19378,75825,327.75,1/11/2018 20:31
19377,75824,327.75,1/11/2018 20:10
19376,75823,327.75,1/11/2018 19:49
19375,75822,327.75,1/11/2018 19:28
19374,75821,327.75,1/11/2018 19:07
19373,75820,327.75,1/11/2018 18:46
19372,75819,327.75,1/11/2018 18:25
19371,75818,327.75,1/11/2018 18:04
19370,75817,327.75,1/11/2018 17:43
19369,75816,327.75,1/11/2018 17:22
19368,75815,327.75,1/11/2018 17:01
19367,75814,327.75,1/11/2018 16:40
19366,75813,327.75,1/11/2018 16:19
19365,75812,327.75,1/11/2018 15:58
19364,75811,327.75,1/11/2018 15:37
19363,75810,327.75,1/11/2018 15:16
19362,75809,327.75,1/11/2018 14:55
19361,75808,327.75,1/11/2018 14:34
19360,75807,327.75,1/11/2018 14:13
19359,75806,327.75,1/11/2018 13:52
19358,75805,327.75,1/11/2018 13:31
19357,75804,327.75,1/11/2018 13:10
19356,75803,327.75,1/11/2018 12:49
19355,75802,327.75,1/11/2018 12:28
19354,75801,327.75,1/11/2018 12:06
19353,75800,327.75,1/11/2018 11:45
19352,75799,327.75,1/11/2018 11:24
19351,75798,327.75,1/11/2018 11:03
19350,75797,327.75,1/11/2018 10:42
8707,5895,150.0,3/28/2015 0:55
12069,3130,150.0,2/15/2015 16:13
9597,49521,299.9700012,12/23/2016 21:03
9702,30305,119.9700012,3/18/2016 8:50
1362,50054,299.9700012,12/31/2016 15:47
9467,27772,179.9700012,2/10/2016 9:25
9114,47752,179.9700012,11/28/2016 1:18
2546,31296,179.9700012,4/1/2016 20:01
2240,22076,179.9700012,11/19/2015 5:51
11650,25665,179.9700012,1/10/2016 15:14
2546,31296,150.0,4/1/2016 20:01
10368,22819,119.9700012,11/30/2015 2:09
6489,27099,65.97000122,1/31/2016 13:38
10533,28292,47.97000122,2/17/2016 23:35
11292,39159,179.9700012,7/25/2016 14:47
7864,32090,134.9700012,4/13/2016 10:12
47,34631,299.9700012,5/20/2016 12:25
6405,37669,299.9700012,7/3/2016 20:46
6405,37669,179.9700012,7/3/2016 20:46
11169,34773,150.0,5/22/2016 14:10
2426,40085,150.0,8/8/2016 3:12
8133,47262,399.9599915,11/20/2016 21:38
1429,44771,127.9599991,10/15/2016 12:55
9120,13890,399.9599915,7/22/2015 17:56
12221,17071,127.9599991,9/7/2015 4:22
9415,11321,399.9599915,6/15/2015 5:54
10018,64813,239.9600067,8/4/2017 2:31
54,17162,239.9600067,9/8/2015 12:15
542,12827,239.9600067,7/7/2015 5:31
724,11936,200.0,6/24/2015 5:21
8897,68337,159.9600067,9/24/2017 13:08
7112,45746,200.0,10/29/2016 18:30
10018,64813,200.0,8/4/2017 2:31
1086,13736,200.0,7/20/2015 11:58
7112,49622,159.9600067,12/25/2016 8:26
2916,19444,200.0,10/11/2015 19:44
11329,63936,159.9600067,7/22/2017 7:16
7112,49622,99.95999908,12/25/2016 8:26
11339,51911,399.9599915,1/27/2017 18:23
10166,58239,399.9599915,4/30/2017 3:21
3091,56678,399.9599915,4/7/2017 8:28
5007,53202,239.9600067,2/15/2017 14:40
1070,58738,239.9600067,5/7/2017 10:11
6871,56260,239.9600067,4/1/2017 6:02
2339,5042,200.0,3/15/2015 14:05
5007,53202,159.9600067,2/15/2017 14:40
4232,55511,200.0,3/21/2017 7:37
8986,54128,207.9600067,3/1/2017 3:05
6491,21244,99.95999908,11/7/2015 2:22
9114,47752,239.9600067,11/28/2016 1:18
5564,31239,239.9600067,4/1/2016 0:03
7955,45772,239.9600067,10/30/2016 3:37
5728,24661,159.9600067,12/26/2015 23:29
1362,50054,200.0,12/31/2016 15:47
9704,22924,159.9600067,12/1/2015 14:56
8485,21902,200.0,11/16/2015 16:53
11216,21534,159.9600067,11/11/2015 7:58
4741,45461,200.0,10/25/2016 14:39
12160,24160,99.95999908,12/19/2015 15:58
11292,39159,200.0,7/25/2016 14:47
6352,32102,127.9599991,4/13/2016 14:24
5870,37763,239.9600067,7/5/2016 5:42
11776,37867,239.9600067,7/6/2016 18:08
7060,31905,239.9600067,4/10/2016 17:23
3466,36269,239.9600067,6/13/2016 10:17
11776,37867,239.9600067,7/6/2016 18:08
2426,40085,159.9600067,8/8/2016 3:12
2426,40085,200.0,8/8/2016 3:12
1834,48374,499.9500122,12/7/2016 3:12
9451,48434,250.0,12/8/2016 0:14
2439,17719,499.9500122,9/16/2015 15:24
6416,15766,499.9500122,8/19/2015 3:10
6310,12179,299.9500122,6/27/2015 18:29
9029,66275,299.9500122,8/25/2017 10:44
295,13140,299.9500122,7/11/2015 19:10
9011,16444,299.9500122,8/29/2015 0:42
6416,15766,199.9499969,8/19/2015 3:10
3570,65030,250.0,8/7/2017 6:33
1577,14454,250.0,7/30/2015 23:31
1086,13736,250.0,7/20/2015 11:58
1568,67979,199.9499969,9/19/2017 7:43
3570,65030,250.0,8/7/2017 6:33
9029,66275,250.0,8/25/2017 10:44
9047,65264,250.0,8/10/2017 16:32
724,11936,350.0,6/24/2015 5:21
9120,13890,250.0,7/22/2015 17:56
7603,51226,99.94999695,1/17/2017 18:23
6746,52576,250.0,2/6/2017 11:21
5007,53202,159.9499969,2/15/2017 14:40
1566,67753,399.9899902,9/16/2017 0:32
2918,15421,99.98999786,8/14/2015 2:18
1491,13225,27.98999977,7/13/2015 0:57
14915,71362,461.480011,11/7/2017 16:56
9619,13232,129.9900055,7/13/2015 3:24
1566,67753,299.9899902,9/16/2017 0:32
778,68879,129.9900055,10/2/2017 11:01
2363,65487,129.9900055,8/13/2017 22:39
5898,65105,129.9900055,8/8/2017 8:49
1948,14837,129.9900055,8/5/2015 13:42
1820,46224,59.99000168,11/5/2016 17:58
14770,71217,461.480011,11/5/2017 14:08
1962,63972,129.9900055,7/22/2017 19:53
7175,19200,129.9900055,10/8/2015 6:15
1222,18009,129.9900055,9/20/2015 21:00
487,10831,129.9900055,6/8/2015 2:13
2217,68107,129.9900055,9/21/2017 4:33
2918,15421,129.9900055,8/14/2015 2:18
14824,71271,461.480011,11/6/2017 9:03
778,68879,129.9900055,10/2/2017 11:01
2363,65487,129.9900055,8/13/2017 22:39
2078,16953,129.9900055,9/5/2015 11:02
10497,49664,59.99000168,12/25/2016 23:09
4695,16446,129.9900055,8/29/2015 1:24
487,10831,129.9900055,6/8/2015 2:13
9857,14960,59.99000168,8/7/2015 8:48
2168,18005,129.9900055,9/20/2015 19:36
487,10831,129.9900055,6/8/2015 2:13
4078,12804,59.99000168,7/6/2015 21:27
11887,14651,129.9900055,8/2/2015 20:32
6588,10990,129.9900055,6/10/2015 9:56
7167,65609,129.9900055,8/15/2017 17:24
1459,17878,129.9900055,9/18/2015 23:06
548,16998,129.9900055,9/6/2015 2:48
5224,13970,129.9900055,7/23/2015 21:57
6588,10990,129.9900055,6/10/2015 9:56
2686,13614,59.99000168,7/18/2015 17:14
468,44388,129.9900055,10/9/2016 22:44
8456,13050,59.99000168,7/10/2015 11:38
1260,12613,129.9900055,7/4/2015 2:32
3050,66587,129.9900055,8/30/2017 0:02
10308,62795,129.9900055,7/5/2017 15:32
6428,18950,129.9900055,10/4/2015 14:40
387,19610,129.9900055,10/14/2015 5:54
2270,65011,129.9900055,8/6/2017 23:53
482,19380,129.9900055,10/10/2015 21:19
1956,65005,129.9900055,8/6/2017 21:47
7466,20085,129.9900055,10/21/2015 4:19
8224,18245,129.9900055,9/24/2015 7:41
6365,17810,129.9900055,9/17/2015 23:17
3490,19817,129.9900055,10/17/2015 6:25
1596,10444,129.9900055,6/2/2015 10:38
9857,64637,129.9900055,8/1/2017 12:52
3969,15269,129.9900055,8/11/2015 21:03
9342,14064,129.9900055,7/25/2015 6:53
2028,14551,59.99000168,8/1/2015 9:30
3940,12698,59.99000168,7/5/2015 8:19
8293,47758,129.9900055,11/28/2016 3:24
9962,68220,129.9900055,9/22/2017 20:09
8098,14730,129.9900055,8/4/2015 0:13
8348,66411,129.9900055,8/27/2017 10:22
653,12535,129.9900055,7/2/2015 23:13
8645,67712,129.9900055,9/15/2017 10:10
1275,18593,129.9900055,9/29/2015 9:36
11189,17909,129.9900055,9/19/2015 9:58
5988,16302,129.9900055,8/26/2015 22:57
8098,14730,129.9900055,8/4/2015 0:13
9726,13343,129.9900055,7/14/2015 18:17
5113,62117,59.99000168,6/25/2017 18:00
9726,62637,129.9900055,7/3/2017 8:10
482,67845,129.9900055,9/17/2017 8:46
8645,67712,129.9900055,9/15/2017 10:10
7202,11209,129.9900055,6/13/2015 14:39
1173,41494,59.99000168,8/28/2016 16:50
1275,18593,129.9900055,9/29/2015 9:36
9726,13343,129.9900055,7/14/2015 18:17
9726,62637,129.9900055,7/3/2017 8:10
13597,70044,357.1000061,10/19/2017 11:10
1566,67753,129.9900055,9/16/2017 0:32
4047,16617,129.9900055,8/31/2015 13:19
6594,14574,129.9900055,8/1/2015 17:34
3940,12698,129.9900055,7/5/2015 8:19
1186,15599,129.9900055,8/16/2015 16:40
